,name,header,image,bio
2170,Robert Courtright,Robert Courtright,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2171,Roberto Parodi,Roberto Parodi,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2172,Bruce Boice,Bruce Boice,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2173,Elmar Rojas,Elmar Rojas,unfound,"['Elmar René Rojas Azurdia (1942 in San Raymundo Peñafort, Guatemala[1] – 18 February 2018), practiced as an architect before studying art in Guatemala, Spain, France and Italy. He funded the Ministry of Culture of Guatemala in Central America, and he was the subject of many exhibitions in cities around the world.  His art is seen as expressive of ""magical realism"" or ""wonderful reality.""  His international awards include the Gran Premio Iberoamericano ""Cristobal Colón,"" presented in Madrid, Spain in 1989.   Rojas, one of Latin America\'s most important artists, was also renowned as a great communicator of culture.\n']"
2174,Ron Gorchov,Ron Gorchov,unfound,"['Ron Gorchov (born 1930) is an American artist. In the late 1960s, he began making oil-on-linen paintings on distinctive saddle-like stretchers, at once concave and convex, featuring one or two biomorphic shapes against differently colored backgrounds.[1] These, along with the multi-paneled, ""stacked"" paintings,[2] which Gorchov began making in the early 1970s, are to this day the primary support structure for the artist\'s work.[3] Bridging sculpture and abstract painting, Gorchov\'s singular artistic vocabulary challenged the methodologies of traditional painting.\n']"
2175,George Negroponte,George Negroponte,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2176,Jeff,Jeff,unfound,"['Jeff is a masculine name, often a short form (hypocorism) of the English given name Jeffrey, which comes from a medieval variant of Geoffrey.[1] Jeff is especially used in the US and Canada.\n']"
2177,Peter Bradley,Peter Bradley,/wiki/File:Disambig_gray.svg,['Peter Bradley may refer to:\n']
2178,Chema Cobo,Chema Cobo,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2179,May Stevens,May Stevens,unfound,"['May Stevens (born 9 June 1924 in Boston) is an American feminist artist, political activist, educator, and writer.[1]\n']"
2180,Terry Allen,Terry Allen,/wiki/File:Disambig_gray.svg,['Terry Allen may refer to:\n']
2181,Luis Lizardo,Luis Lizardo,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2182,Peter Schuyff,Peter Schuyff,unfound,"[""Peter Schuyff (born 1958 Baarn, Netherlands) is an internationally exhibited Dutch born American painter and sculptor. In 1967 moved with his family to Vancouver, Canada. Schuyff's mother was an artist and his father a professor of economics at Simon Fraser University. Peter became fascinated with the radical views of the art world in the 60s and 70s and especially with such famous figures as Andy Warhol and Willem de Kooning.[1] He was raised in Canada and was schooled in art at the Vancouver School of Art.[2]\n""]"
2183,Todd Siler,Todd Siler,/wiki/File:Todd_Siler_in_Tartu.JPG,"['Todd Siler (born August 23, 1953) is an American multimedia artist, author, educator, and inventor, equally well known for his art and for his work in creativity research. A graduate of Bowdoin College, he became the first visual artist to be granted a PhD from MIT (interdisciplinary studies in Psychology and Art, 1986).   Siler began advocating the full integration of the arts and sciences in the 1970s and is the founder of the ArtScience Program and movement.\n']"
2184,Donald James Wynn,Donald James Wynn,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2185,Rabell Arnaldo Roche,Rabell Arnaldo Roche,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2186,John Alexander,John Alexander,/wiki/File:Disambig_gray.svg,['John Alexander may refer to:\n']
2187,Melissa Meyer,Melissa Meyer,unfound,"['Melissa Meyer (born May 4, 1946) is an American painter. The Wall Street Journal has referred to her as a ""lighthearted Abstract Expressionist"".[1]\n']"
2188,Dan McCleary,Dan McCleary,/wiki/File:Wiki_letter_w.svg,"['Dan McCleary (born 1952) is an American artist, and founder and executive director of Art Division, a nonprofit organization offering professional arts training and academic and career support to young adults in the underserved MacArthur Park community in Los Angeles.\n']"
2189,Oliver Jackson,Oliver Jackson,unfound,"['Oliver Jackson (April 28, 1933 – May 29, 1994), also known as Bops Junior,[citation needed] was an American jazz drummer.\n', 'With Ray Alexander\n', 'With Gene Ammons\n', 'With Ray Bryant\n', 'With Kenny Burrell\n', 'With Buck Clayton\n', 'With Eddie ""Lockjaw"" Davis\n', 'With Dexter Gordon\n', 'With Johnny Hodges\n', 'With Major Holley and Slam Stewart\n', 'With Illinois Jacquet\n', 'With Etta Jones\n', 'With Paul Gonsalves\n', 'With Hank Jones\n', 'With King Curtis\n', 'With Yusef Lateef\n', 'With Gildo Mahones\n', 'With Billy Mitchell\n', 'With Joe Newman\n', 'With Billy Strayhorn\n', 'With Joe Thomas and Jay McShann\n']"
2190,Robert Kushner,Robert Kushner,"/wiki/File:Spring_Scatter_Summation_(Detail),_2005.jpg","['Robert Kushner (/ˈkʊʃnər/; born 1949, Pasadena, CA) is an American contemporary painter who is known especially for his involvement in Pattern and Decoration.[1][2] He has been called ""a founder"" of that artistic movement.[3] In addition to painting, Kushner creates installations in a variety of mediums, from large-scale public mosaics to delicate paintings on antique book pages. He is represented by DC Moore Gallery in New York.[4]\n']"
2191,John Tweddle,John Tweddle,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2192,Tishan Hsu,Tishan Hsu,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2193,Paul Wonner,Paul Wonner,unfound,"['Paul John Wonner (April 24, 1920\xa0– April 23, 2008) was an American artist best known for his still-life paintings done in an abstract expressionist style.[1][2]\nBorn in Tucson, Arizona, he received a B.A. in 1952, an M.A. in 1953, and an M.L.S. in 1955―all from the University of California, Berkeley.[3]  He rose to prominence in the 1950s as an abstract expressionist associated with the Bay Area Figurative Movement,[1] along with his partner, Theophilus Brown, whom he met in 1952 while attending graduate school. In 1956, Wonner started painting a series of dreamlike male bathers and boys with bouquets.  In 1962, he began teaching at the University of California, Los Angeles.  By the end of the 1960s, he had abandoned his loose figurative style and focused exclusively on still lifes in a hyperrealist style.  Wonner died April 23, 2008 in San Francisco, California.\n']"
2194,Richard Chiriani,Richard Chiriani,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2195,Frances Barth,Frances Barth,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2196,Jane Hammond,Jane Hammond,/wiki/File:Jane_hammond.jpg,"['Jane R. Hammond (born 1950) is an American artist who lives and works in New York City. She was influenced by the late composer John Cage.[1] She collaborated with the poet John Ashbery, making 62 paintings based on titles suggested by Ashbery; she also collaborated with the poet Raphael Rubinstein.\n']"
2197,Doug Anderson,Douglas Anderson,/wiki/File:Disambig_gray.svg,['Douglas Anderson may refer to:\n']
2198,Christopher Brown,Chris Brown (disambiguation),/wiki/File:Disambig_gray.svg,"['Chris Brown (born 1989) is an American R&B singer.\n', 'Chris Brown or Christopher Brown may also refer to:\n']"
2199,Mark Kostabi,Mark Kostabi,/wiki/File:Lookingup.jpg,"['Kalev Mark Kostabi (born November 27, 1960) is an Estonian-American artist and composer.\n']"
2200,Chuck Connelly,Chuck Connelly,unfound,"['Chuck Connelly (born January 7, 1955 in Pittsburgh, Pennsylvania) is an American painter.\n']"
2201,Dana Van Horn,Dana Van Horn,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2202,Ed Paschke,Ed Paschke,"/wiki/File:Ed_Paschke_in_his_Howard_Street_Studio,_ca._1986..jpg","[""Edward Francis Paschke (June 22, 1939 – November 25, 2004) was an American painter of Polish descent. His childhood interest in animation and cartoons, as well as his father's creativity in wood carving and construction, led him toward a career in art. As a student at the School of the Art Institute of Chicago he was influenced by many artists featured in the Museum's special exhibitions, in particular the work of Gauguin, Picasso and Seurat.\n""]"
2203,A Robert Birmelin,A Robert Birmelin,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2204,Broto,Broto,"/wiki/File:Vista_de_Broto,_Huesca,_Espa%C3%B1a,_2015-01-07,_DD_01.JPG","['Broto (in Medieval Aragonese: Brotto) is a municipality in the province of Huesca, Aragon, Spain. According to the 2018 census (INE), the municipality has a population of 531 inhabitants.\n']"
2205,William Anastasi,William Anastasi,/wiki/File:NormanRockwell.jpeg,"['William Anastasi (b. Philadelphia, Pennsylvania, 1933) is an American painter and visual artist.[1]  He has lived and worked in New York City since the early 1960s.\n']"
2206,Siron Franco,Siron Franco,/wiki/File:Siron_Franco.jpg,"[""Gessiron Alves de Franco, known as Siron Franco (born July 26, 1947) Brazilian painter, designer and sculptor, Siron Franco was born in Goiás Velho, GO, on July 26, 1947. \nSiron Franco spent his childhood and adolescence in Goiânia, taking his first painting lessons under the guidance of the artists DJ Cleber Oliveira and Cleber Gouveia. \nHe started making a living at the age of 13, painting and selling portraits of the cities´ bourgeoise. In 1965, he focused on drawings, following the unreal and grotesque sketches he had in mind. In 1968 he won the National Biennal of Bahia.\nBetween 1969 and 1971, Siron lived in São Paulo, frequented the studios of Bernardo Cid and Walter Lewy in São Paulo and was one of the members of the group that participated in the exhibition Surrealism and Fantastic Art at Seta Gallery. In 1973, Siron Franco won the prestigious Salao Global da Primavera in Rio de Janeiro. Afterwards he spent a year living in Mexico City.  After winning the International prize of São Paulo´s Biennal Exhibition in 1975, Siron toured Europe between 1976 and 1978 living mainly in Toledo and Madrid in Spain. In 1982, his Exhibition at Bonino Gallery was considered the best of the year in Brazil and Siron received the distinguished title of the best Brazilian Painter of 1982 by APCA, São Paulo's Painters & Critics Association.\n""]"
2207,Richard Smith,Richard Smith,/wiki/File:Disambig_gray.svg,['Richard Smith may refer to:\n']
2208,Javier Arevalo,Javier Arevalo,unfound,"['Javier Arevalo (born 29 April 1937) is a contemporary Mexican artist,who has done many exhibitions,around the world,including Europe, Latin America,The United States, Mexico and Japan.\nHis influence has been greater around Mexico city,and Guadalajara, Jalisco.He has also taught Art at the Palacio de Bellas Artes,in Mexico city.[1]\n']"
2209,Theophilus Brown,Theophilus Brown,unfound,"['William Theophilus Brown (April 7, 1919\xa0– February 8, 2012) was an American artist.  He became prominent as a member of the Bay Area Figurative Movement.\n']"
2210,Paul Marcus,Paul Marcus,/wiki/File:Tvfilm.svg,"['Paul Coryn Valentine Marcus (30 May 1954 – 13 February 2011) was a British television director and producer.[1] His most notable success was as producer of the television series Prime Suspect, but he also worked in cinema, theatre and many other TV series.\n']"
2211,Willard Dixon,Willard Dixon,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2212,Peter Nadin,Peter Nadin,"/wiki/File:Peter_Nadin_with_his_boar,_Abe.jpg","['Peter Nadin (born 1954) is a British-born American artist, poet, and farmer.\n']"
2213,Paul Sarkisian,Paul Sarkisian,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2214,Nicholas Jolly,Nicholas Jolly,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
2215,Stephen Barclay,Stephen Barclay,/wiki/File:Official_portrait_of_Stephen_Barclay_crop_2.jpg,"['Stephen Paul Barclay PC (born 3 May 1972)[1][2] is a British politician serving as Secretary of State for Exiting the European Union since 2018. A member of the Conservative Party, he has been the Member of Parliament (MP) for North East Cambridgeshire since 2010.[3][4]\n']"
